SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,3030 61st Ave SW,Seattle,WA,98116,700000,3,2.5,Alki,1698.0,1312.0,2010.0,2,412.0,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/3030-61st-Ave-SW-98116/home/28540382,NWMLS,1236396,N,Y,47.576753,-122.4104472
MLS Listing,,Townhouse,7526 43rd Ave S Unit B & C,Seattle,WA,98118,1299000,6,6.0,Seattle,3240.0,3124.0,2014.0,2,401.0,130.0,Active,,,http://www.redfin.com/WA/Seattle/7526-43rd-Ave-S-98118/unit-B-C/home/101607058,NWMLS,1237530,N,Y,47.534415,-122.278603
MLS Listing,,Single Family Residential,3401 York Rd S,Seattle,WA,98144,789000,4,3.0,Mt Baker,1633.0,2680.0,1999.0,2,483.0,,Active,February-1-2018 11:30 AM,February-1-2018 01:30 PM,http://www.redfin.com/WA/Seattle/3401-York-Rd-S-98144/home/171772,NWMLS,1237894,N,Y,47.5723226,-122.2871199
MLS Listing,,Single Family Residential,6230 54th Ave NE,Seattle,WA,98115,1050000,4,1.25,Hawthorne Hills,2270.0,6010.0,1954.0,2,463.0,,Active,January-31-2018 10:00 AM,January-31-2018 12:00 PM,http://www.redfin.com/WA/Seattle/6230-54th-Ave-NE-98115/home/320594,NWMLS,1238043,N,Y,47.6742684,-122.2690741
MLS Listing,,Condo/Co-op,3028 Western Ave #115,Seattle,WA,98121,375000,0,1.0,Belltown,450.0,14417.0,1991.0,3,833.0,294.0,Active,,,http://www.redfin.com/WA/Seattle/3028-Western-Ave-98121/unit-115/home/29681,NWMLS,1237607,N,Y,47.6178211,-122.3554706
MLS Listing,,Single Family Residential,2819 W Elmore Place,Seattle,WA,98199,1325000,4,2.75,Magnolia,2163.0,4725.0,1947.0,3,613.0,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/2819-W-Elmore-Pl-98199/home/123090,NWMLS,1237980,N,Y,47.656986,-122.3937447
MLS Listing,,Condo/Co-op,408 Bellevue Ave E #101,Seattle,WA,98102,388000,1,1.0,Capitol Hill,700.0,,1929.0,4,554.0,658.0,Active,February-1-2018 11:00 AM,February-1-2018 01:00 PM,http://www.redfin.com/WA/Seattle/408-Bellevue-Ave-E-98102/unit-101/home/144780795,NWMLS,1238672,N,Y,47.6223217,-122.3262297
MLS Listing,,Townhouse,3012 60th Ave SW Unit A,Seattle,WA,98116,630000,2,2.5,Alki,1540.0,1294.0,2008.0,4,409.0,,Active,,,http://www.redfin.com/WA/Seattle/3012-60th-Ave-SW-98116/unit-A/home/18659401,NWMLS,1238585,N,Y,47.5773063,-122.408891
MLS Listing,,Condo/Co-op,603 13th Ave E #2000,Seattle,WA,98102,450000,1,1.0,Capitol Hill,712.0,7413.0,1959.0,4,632.0,377.0,Active,February-3-2018 01:00 AM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/603-13th-Ave-E-98102/unit-2000/home/12029,NWMLS,1238626,N,Y,47.6244332,-122.3160169
MLS Listing,,Single Family Residential,1235 NE 88th St Unit B,Seattle,WA,98115,1095000,3,2.25,Maple Leaf,2445.0,5001.0,2018.0,4,448.0,,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/1235-NE-88th-St-98115/unit-B/home/144767952,NWMLS,1236351,N,Y,47.69203,-122.3133201
MLS Listing,,Single Family Residential,223 W McGraw St,Seattle,WA,98119,1400000,3,1.75,Queen Anne,2680.0,2360.0,1916.0,4,522.0,,Active,,,http://www.redfin.com/WA/Seattle/223-W-McGraw-St-98119/home/133651,NWMLS,1238584,N,Y,47.6393969,-122.3607269
MLS Listing,,Single Family Residential,8837 17th Ave SW,Seattle,WA,98106,549950,2,1.0,West Seattle,1000.0,5132.0,1928.0,4,550.0,,Active,,,http://www.redfin.com/WA/Seattle/8837-17th-Ave-SW-98106/home/475487,NWMLS,1238560,N,Y,47.5235802,-122.3567816
MLS Listing,,Condo/Co-op,900 Lenora St Unit W209,Seattle,WA,98121,599000,1,1.0,Downtown,898.0,,2006.0,4,667.0,840.0,Active,January-31-2018 06:00 PM,January-31-2018 07:30 PM,http://www.redfin.com/WA/Seattle/900-Lenora-St-98121/unit-W-209/home/79034070,NWMLS,1238511,N,Y,47.6177552,-122.337607
MLS Listing,,Townhouse,1926 Ferry Ave SW,Seattle,WA,98116,888500,3,2.25,North Admiral,1727.0,1926.0,2018.0,4,514.0,,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/1926-Ferry-Ave-SW-98116/home/144776986,NWMLS,1237983,N,Y,47.586293,-122.3860184
MLS Listing,,Townhouse,8775 Phinney Ave N,Seattle,WA,98103,839950,3,1.75,Greenwood,1552.0,808.0,2018.0,4,541.0,,Active,,,http://www.redfin.com/WA/Seattle/8775-Phinney-Ave-N-98103/home/144776761,NWMLS,1238331,N,Y,47.6940965,-122.3539567
MLS Listing,,Single Family Residential,14020 Courtland Place N,Seattle,WA,98133,479950,3,1.5,Seattle,1320.0,2625.0,1985.0,4,364.0,,Active,,,http://www.redfin.com/WA/Seattle/14020-Courtland-Pl-N-98133/home/102816,NWMLS,1236983,N,Y,47.7311383,-122.3377178
MLS Listing,,Single Family Residential,6357 36th Ave SW,Seattle,WA,98126,799950,4,2.25,Gatewood,1980.0,7763.0,1911.0,5,404.0,,Active,February-3-2018 02:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/6357-36th-Ave-SW-98126/home/471090,NWMLS,1237941,N,Y,47.5448804,-122.3780548
MLS Listing,,Condo/Co-op,5450 Leary Ave NW #540,Seattle,WA,98107,498000,1,1.0,Ballard,717.0,27583.0,2007.0,5,695.0,327.0,Active,January-31-2018 11:00 AM,January-31-2018 01:30 PM,http://www.redfin.com/WA/Seattle/5450-Leary-Ave-NW-98107/unit-540/home/17381733,NWMLS,1238222,N,Y,47.668056,-122.3831914
MLS Listing,,Single Family Residential,4010 21st Ave SW,Seattle,WA,98106,550000,2,1.0,Pigeon Point,1120.0,13700.0,1918.0,5,491.0,,Active,,,http://www.redfin.com/WA/Seattle/4010-21st-Ave-SW-98106/home/160542,NWMLS,1238225,N,Y,47.5679286,-122.3598085
MLS Listing,,Single Family Residential,2524 9th Ave W,Seattle,WA,98119,629950,2,1.0,Queen Anne,1060.0,3600.0,1906.0,5,594.0,,Active,,,http://www.redfin.com/WA/Seattle/2524-9th-Ave-W-98119/home/129656,NWMLS,1237026,N,Y,47.6414763,-122.3686227
MLS Listing,,Condo/Co-op,2929 1st Ave #622,Seattle,WA,98121,900000,2,1.75,Belltown,1124.0,26160.0,2000.0,5,801.0,837.0,Active,,,http://www.redfin.com/WA/Seattle/2929-1st-Ave-98121/unit-622/home/30777,NWMLS,1238466,N,Y,47.6172885,-122.3536187
MLS Listing,,Condo/Co-op,3314 NE 65th St #105,Seattle,WA,98115,601990,1,1.5,Bryant,962.0,,2017.0,5,626.0,484.0,Active,,,http://www.redfin.com/WA/Seattle/3314-NE-65th-St-98115/unit-105/home/144771722,NWMLS,1238471,N,Y,47.675784,-122.2921232
MLS Listing,,Single Family Residential,11206 Fremont Ave N,Seattle,WA,98133,949900,4,2.25,Broadview,2341.0,5247.0,2017.0,5,406.0,,Active,,,http://www.redfin.com/WA/Seattle/11206-Fremont-Ave-N-98133/home/112863503,NWMLS,1238190,N,Y,47.7108307,-122.3498668
MLS Listing,,Single Family Residential,312 N 63rd St,Seattle,WA,98103,980000,6,2.5,Phinney Ridge,3005.0,2000.0,1911.0,5,326.0,,Active,January-31-2018 12:00 PM,January-31-2018 02:00 PM,http://www.redfin.com/WA/Seattle/312-N-63rd-St-98103/home/299386,NWMLS,1238152,N,Y,47.6746902,-122.3548402
MLS Listing,,Condo/Co-op,1512 California Ave SW #401,Seattle,WA,98116,1200000,3,2.5,North Admiral,2325.0,5500.0,1986.0,5,516.0,1109.0,Active,,,http://www.redfin.com/WA/Seattle/1512-California-Ave-SW-98116/unit-401/home/48599,NWMLS,1230395,N,Y,47.5901453,-122.3858165
MLS Listing,,Condo/Co-op,2720 3rd Ave #314,Seattle,WA,98121,750000,1,1.0,Belltown,983.0,19432.0,2008.0,5,763.0,588.0,Active,,,http://www.redfin.com/WA/Seattle/2720-3rd-Ave-98121/unit-314/home/12538133,NWMLS,1238354,N,Y,47.6176822,-122.3492611
MLS Listing,,Single Family Residential,10037 61st Ave S,Seattle,WA,98178,738000,4,3.75,Upper Rainier Beach,3130.0,5460.0,1911.0,5,236.0,,Active,,,http://www.redfin.com/WA/Seattle/10037-61st-Ave-S-98178/home/175853,NWMLS,1238317,N,Y,47.5105786,-122.2573691
MLS Listing,,Condo/Co-op,202 W Olympic Place #301,Seattle,WA,98119,658000,2,1.5,Queen Anne,1187.0,,1979.0,5,554.0,449.0,Active,,,http://www.redfin.com/WA/Seattle/202-W-Olympic-Pl-98119/unit-301/home/6804,NWMLS,1237880,N,Y,47.6270212,-122.3596849
MLS Listing,,Single Family Residential,7911 S 115th Place,Seattle,WA,98178,389900,5,2.5,Bryn Mawr,2550.0,7500.0,1979.0,5,153.0,,Active,,,http://www.redfin.com/WA/Seattle/7911-S-115th-Pl-98178/home/199421,NWMLS,1238182,N,Y,47.4997034,-122.2337183
MLS Listing,,Single Family Residential,5646 41st Ave SW,Seattle,WA,98136,785000,4,1.5,West Seattle,2950.0,6250.0,1951.0,5,266.0,,Active,,,http://www.redfin.com/WA/Seattle/5646-41st-Ave-SW-98136/home/470879,NWMLS,1238187,N,Y,47.5506913,-122.383989
MLS Listing,,Single Family Residential,5934 Beach Dr SW,Seattle,WA,98136,995000,3,3.0,Beach Drive,2460.0,13500.0,1940.0,5,404.0,,Active,,,http://www.redfin.com/WA/Seattle/5934-Beach-Dr-SW-98136/home/154279,NWMLS,1237148,N,Y,47.5492863,-122.3973249
MLS Listing,,Single Family Residential,7309 Bainbridge Place SW,Seattle,WA,98136,850000,3,3.25,Lincoln Park,2280.0,1600.0,2014.0,5,373.0,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/7309-Bainbridge-Pl-SW-98136/home/59703354,NWMLS,1233838,N,Y,47.5376901,-122.3920477
MLS Listing,,Condo/Co-op,3710 26th Place W,Seattle,WA,98199,459900,2,1.75,Magnolia,1173.0,6224.0,1974.0,5,392.0,734.0,Active,,,http://www.redfin.com/WA/Seattle/3710-26th-Pl-W-98199/unit-408/home/714,NWMLS,1237642,N,Y,47.653967,-122.3902481
MLS Listing,,Single Family Residential,11729 26th Ave NE,Seattle,WA,98125,729000,4,2.5,Pinehurst,1682.0,2955.0,2009.0,5,433.0,,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/11729-26th-Ave-NE-98125/home/18972362,NWMLS,1236757,N,Y,47.7148519,-122.3008033
MLS Listing,,Single Family Residential,3618 39th Ave W,Seattle,WA,98199,840000,2,1.75,Magnolia,1720.0,5816.0,1947.0,5,488.0,,Active,,,http://www.redfin.com/WA/Seattle/3618-39th-Ave-W-98199/home/128921,NWMLS,1236514,N,Y,47.6529175,-122.406512
MLS Listing,,Single Family Residential,3923 Corliss Ave N,Seattle,WA,98103,1195000,4,2.0,Wallingford,1860.0,5700.0,1901.0,5,642.0,,Active,,,http://www.redfin.com/WA/Seattle/3923-Corliss-Ave-N-98103/home/119466,NWMLS,1238119,N,Y,47.6550018,-122.3317233
MLS Listing,,Condo/Co-op,530 Melrose Ave E #302,Seattle,WA,98102,450000,1,1.0,Capitol Hill,590.0,,1991.0,5,763.0,454.0,Active,,,http://www.redfin.com/WA/Seattle/530-Melrose-Ave-E-98102/unit-302/home/35051,NWMLS,1236481,N,Y,47.6240369,-122.3275395
MLS Listing,,Single Family Residential,4206 S Angeline St,Seattle,WA,98118,575000,3,1.5,Columbia City,1780.0,4000.0,1942.0,5,323.0,,Active,,,http://www.redfin.com/WA/Seattle/4206-S-Angeline-St-98118/home/492856,NWMLS,1238146,N,Y,47.5595476,-122.2803018
MLS Listing,,Multi-Family (5+ Unit),6714 Greenwood Ave N,Seattle,WA,98103,1850000,11,6.0,Phinney Ridge,5030.0,5000.0,1960.0,5,368.0,,Active,,,http://www.redfin.com/WA/Seattle/6714-Greenwood-Ave-N-98103/home/2071016,NWMLS,1237755,N,Y,47.6783098,-122.354977
MLS Listing,,Single Family Residential,326 N 103rd St,Seattle,WA,98133,625000,3,1.75,Greenwood,1270.0,3844.0,1942.0,5,492.0,,Active,,,http://www.redfin.com/WA/Seattle/326-N-103rd-St-98133/home/98716,NWMLS,1236818,N,Y,47.7038261,-122.3542308
MLS Listing,,Single Family Residential,4038 Whitman Ave N,Seattle,WA,98103,1200000,4,1.75,Fremont,2730.0,2920.0,1921.0,5,440.0,,Active,,,http://www.redfin.com/WA/Seattle/4038-Whitman-Ave-N-98103/home/119182,NWMLS,1236414,N,Y,47.6565326,-122.3456417
MLS Listing,,Condo/Co-op,2319 1st Ave #703,Seattle,WA,98121,500000,1,1.0,Belltown,652.0,,2000.0,5,767.0,305.0,Active,,,http://www.redfin.com/WA/Seattle/2319-1st-Ave-98121/unit-703/home/65159,NWMLS,1236262,N,Y,47.6135938,-122.3474189
MLS Listing,,Townhouse,2356 B Franklin Ave E,Seattle,WA,98102,959950,3,2.0,Eastlake,1503.0,1062.0,2017.0,5,639.0,,Active,,,http://www.redfin.com/WA/Seattle/2356-Franklin-Ave-E-98102/unit-B/home/113995502,NWMLS,1237384,N,Y,47.6413563,-122.3243575
MLS Listing,,Condo/Co-op,12027 15th Ave NE #101,Seattle,WA,98125,325000,2,2.0,Pinehurst,1158.0,24907.0,1980.0,5,281.0,402.0,Active,,,http://www.redfin.com/WA/Seattle/12027-15th-Ave-NE-98125/unit-101/home/2093088,NWMLS,1236431,N,Y,47.716429,-122.3129156
MLS Listing,,Single Family Residential,14009 Interlake Ave N,Seattle,WA,98133,485000,2,1.0,Haller Lake,1112.0,5200.0,1952.0,5,436.0,,Active,January-31-2018 12:00 PM,January-31-2018 02:30 PM,http://www.redfin.com/WA/Seattle/14009-Interlake-Ave-N-98133/home/102494,NWMLS,1237839,N,Y,47.7308169,-122.3415106
MLS Listing,,Condo/Co-op,129 Warren Ave N Unit H,Seattle,WA,98109,445000,1,1.0,Queen Anne,663.0,14400.0,1907.0,5,671.0,542.0,Active,January-31-2018 01:00 PM,January-31-2018 03:00 PM,http://www.redfin.com/WA/Seattle/129-Warren-Ave-N-98109/unit-H/home/12304967,NWMLS,1237305,N,Y,47.619499,-122.3543358
MLS Listing,,Single Family Residential,10255 1st Ave S,Seattle,WA,98168,293700,3,1.0,West Seattle,750.0,11060.0,1908.0,5,392.0,,Active,,,http://www.redfin.com/WA/Seattle/10255-1st-Ave-S-98168/home/181660,NWMLS,1238208,N,Y,47.5105301,-122.3339146
MLS Listing,,Single Family Residential,12221 8th Ave NW,Seattle,WA,98177,1425000,4,4.5,Broadview,4000.0,11612.0,1937.0,5,356.0,,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/12221-8th-Ave-NW-98177/home/291120,NWMLS,1236960,N,Y,47.7183869,-122.3666814
MLS Listing,,Single Family Residential,7515 Beacon Ave S,Seattle,WA,98118,525000,4,1.5,Beacon Hill,1940.0,8075.0,1954.0,6,271.0,,Active,,,http://www.redfin.com/WA/Seattle/7515-Beacon-Ave-S-98118/home/481952,NWMLS,1237693,N,Y,47.5348368,-122.2906578
MLS Listing,,Townhouse,8420 25th Ave SW Unit C,Seattle,WA,98106,325000,2,1.5,Westwood,1014.0,197724.0,1978.0,6,321.0,380.0,Active,,,http://www.redfin.com/WA/Seattle/8420-25th-Ave-SW-98106/unit-C/home/103956778,NWMLS,1237168,N,Y,47.5276186,-122.3641277
MLS Listing,,Condo/Co-op,3015 SW Avalon Wy #202,Seattle,WA,98126,359950,1,1.5,West Seattle,746.0,,2002.0,6,483.0,434.0,Active,,,http://www.redfin.com/WA/Seattle/3015-SW-Avalon-Way-98126/unit-202/home/57535,NWMLS,1238132,N,Y,47.566418,-122.3711382
MLS Listing,,Single Family Residential,6545 21st Ave SW,Seattle,WA,98106,599950,3,2.0,West Seattle,1640.0,5145.0,1952.0,6,366.0,,Active,,,http://www.redfin.com/WA/Seattle/6545-21st-Ave-SW-98106/home/160781,NWMLS,1237885,N,Y,47.5434608,-122.3598774
MLS Listing,,Single Family Residential,4056 SW Prince St,Seattle,WA,98116,719000,2,2.0,North Admiral,1950.0,4000.0,1928.0,6,369.0,,Active,,,http://www.redfin.com/WA/Seattle/4056-SW-Prince-St-98116/home/150824,NWMLS,1236318,N,Y,47.5825933,-122.3831664
MLS Listing,,Single Family Residential,1709 25th Ave,Seattle,WA,98122,1125000,3,2.25,Madison Valley,1864.0,1721.0,2018.0,6,604.0,,Active,February-1-2018 12:00 PM,February-1-2018 04:00 PM,http://www.redfin.com/WA/Seattle/1709-25th-Ave-98122/home/112863540,NWMLS,1237447,N,Y,47.616839,-122.300565
MLS Listing,,Multi-Family (2-4 Unit),1524 14th Ave S,Seattle,WA,98144,1650000,9,6.25,N Beacon Hill,3152.0,4400.0,1903.0,6,523.0,,Active,,,http://www.redfin.com/WA/Seattle/1524-14th-Ave-S-98144/home/40265287,NWMLS,1238084,N,Y,47.5892913,-122.3145874
MLS Listing,,Condo/Co-op,1909 Thorndyke Ave W #1909,Seattle,WA,98199,396000,2,1.0,Magnolia,1090.0,6120.0,1949.0,6,363.0,289.0,Active,,,http://www.redfin.com/WA/Seattle/1909-Thorndyke-Ave-W-98199/unit-1909/home/25506027,NWMLS,1236699,N,Y,47.6361378,-122.3899627
MLS Listing,,Single Family Residential,9046 1st Ave NW,Seattle,WA,98117,450000,3,1.75,Greenwood,1110.0,8451.0,1946.0,6,405.0,,Active,,,http://www.redfin.com/WA/Seattle/9046-1st-Ave-NW-98117/home/100621,NWMLS,1237680,N,Y,47.6956428,-122.3577581
MLS Listing,,Vacant Land,9312 45th Ave SW,Seattle,WA,98136,395000,0,,Fauntleroy,,5000.0,,6,,,Active,,,http://www.redfin.com/WA/Seattle/9312-45th-Ave-SW-98136/home/156302,NWMLS,1238004,N,Y,47.5196855,-122.3902746
MLS Listing,,Townhouse,4426 Evanston Ave N,Seattle,WA,98103,1075000,3,1.75,Fremont,1616.0,1110.0,2017.0,6,665.0,,Active,January-31-2018 02:00 PM,January-31-2018 04:00 PM,http://www.redfin.com/WA/Seattle/4426-Evanston-Ave-N-98103/home/144466644,NWMLS,1237364,N,Y,47.6610094,-122.3507271
MLS Listing,,Townhouse,211 26th Ave E Unit B,Seattle,WA,98112,825000,3,2.5,Madison Valley,1780.0,1173.0,2008.0,6,463.0,,Active,,,http://www.redfin.com/WA/Seattle/211-26th-Ave-E-98112/unit-B/home/18658026,NWMLS,1237729,N,Y,47.620528,-122.299068
MLS Listing,,Condo/Co-op,1819 E Denny Wy #303,Seattle,WA,98122,475000,1,1.0,Capitol Hill,747.0,,1996.0,6,636.0,400.0,Active,February-1-2018 11:00 AM,February-1-2018 01:00 PM,http://www.redfin.com/WA/Seattle/1819-E-Denny-Way-98122/unit-303/home/15891,NWMLS,1234870,N,Y,47.6182082,-122.3077906
MLS Listing,,Condo/Co-op,1610 Belmont Ave #514,Seattle,WA,98122,370000,1,1.0,Capitol Hill,480.0,,2001.0,6,771.0,276.0,Active,,,http://www.redfin.com/WA/Seattle/1610-Belmont-Ave-98122/unit-514/home/12093008,NWMLS,1237764,N,Y,47.615798,-122.324155
MLS Listing,,Townhouse,3816 22nd Ave SW,Seattle,WA,98106,779950,3,2.0,Pigeon Point,1735.0,1245.0,2017.0,6,450.0,,Active,,,http://www.redfin.com/WA/Seattle/3816-22nd-Ave-SW-98106/home/160309,NWMLS,1232169,N,Y,47.569781,-122.360686
MLS Listing,,Condo/Co-op,812 5th Ave N #408,Seattle,WA,98109,469000,0,,Queen Anne,559.0,21600.0,2002.0,6,839.0,286.0,Active,,,http://www.redfin.com/WA/Seattle/812-5th-Ave-N-98109/unit-408/home/2118451,NWMLS,1235563,N,Y,47.6268466,-122.3471719
MLS Listing,,Single Family Residential,6533 43rd Ave S,Seattle,WA,98118,429967,4,1.75,Brighton,2400.0,7494.0,1907.0,6,179.0,,Active,,,http://www.redfin.com/WA/Seattle/6533-43rd-Ave-S-98118/home/173423,NWMLS,1236923,N,Y,47.5432032,-122.2800482
MLS Listing,,Townhouse,568 Galer St Unit B,Seattle,WA,98109,875000,3,2.5,Queen Anne,1616.0,863.0,2008.0,6,541.0,,Active,,,http://www.redfin.com/WA/Seattle/568-Galer-St-98109/unit-B/home/21883110,NWMLS,1237400,N,Y,47.632423,-122.3451009
MLS Listing,,Single Family Residential,1323 3rd Ave W,Seattle,WA,98119,2295000,5,3.25,Queen Anne,4520.0,5922.0,1900.0,6,508.0,,Active,February-3-2018 01:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/1323-3rd-Ave-W-98119/home/133727,NWMLS,1237186,N,Y,47.6311882,-122.3608945
MLS Listing,,Townhouse,927 N 97th St Unit B,Seattle,WA,98103,629000,3,2.5,Greenwood,1530.0,1131.0,2009.0,6,411.0,,Active,,,http://www.redfin.com/WA/Seattle/927-N-97th-St-98103/unit-B/home/22223803,NWMLS,1237494,N,Y,47.699263,-122.346107
