SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,5202 36th Ave SW,Seattle,WA,98126,550000,4,1.0,Fairmount,2140.0,3000.0,1922.0,12,257.0,,Active,,,http://www.redfin.com/WA/Seattle/5202-36th-Ave-SW-98126/home/471473,NWMLS,1234383,N,Y,47.5554485,-122.3773067
MLS Listing,,Other,1080 W Ewing Place,Seattle,WA,98119,330000,3,0.75,Queen Anne,500.0,1.0,2007.0,12,660.0,650.0,Active,,,http://www.redfin.com/WA/Seattle/1080-W-Ewing-Pl-98119/unit-765/home/143847794,NWMLS,1235823,N,Y,47.655881,-122.369542
MLS Listing,,Single Family Residential,4427 30th Ave W,Seattle,WA,98199,1775000,4,3.5,Magnolia,3643.0,4000.0,2017.0,12,487.0,,Active,,,http://www.redfin.com/WA/Seattle/4427-30th-Ave-W-98199/home/106395563,NWMLS,1231469,N,Y,47.6608111,-122.3961123
MLS Listing,,Condo/Co-op,827 Hiawatha Place S #409,Seattle,WA,98144,395000,2,1.0,Judkins,858.0,,2009.0,12,460.0,363.0,Active,,,http://www.redfin.com/WA/Seattle/827-Hiawatha-Pl-S-98144/unit-409/home/28624798,NWMLS,1234829,N,Y,47.5951915,-122.3100111
MLS Listing,,Multi-Family (5+ Unit),1771 NW 59th St,Seattle,WA,98107,1695000,9,6.5,Ballard,4668.0,4200.0,1971.0,12,363.0,,Active,,,http://www.redfin.com/WA/Seattle/1771-NW-59th-St-98107/home/2064135,NWMLS,1233835,N,Y,47.6714842,-122.3818021
MLS Listing,,Single Family Residential,3738 W Commodore Wy,Seattle,WA,98199,1339000,3,3.5,Magnolia,2480.0,12005.0,1939.0,12,540.0,,Active,,,http://www.redfin.com/WA/Seattle/3738-W-Commodore-Way-98199/home/144727594,NWMLS,1235729,N,Y,47.6661072,-122.4075971
MLS Listing,,Townhouse,4022 A Martin Luther King Jr. Wy S,Seattle,WA,98108,729950,3,2.0,Columbia City,1720.0,1453.0,2018.0,12,424.0,,Active,,,http://www.redfin.com/WA/Seattle/4022-Martin-Luther-King-Junior-Way-S-98108/home/144727428,NWMLS,1235636,N,Y,47.567376,-122.2964185
MLS Listing,,Single Family Residential,8222 S 120th St,Seattle,WA,98178,650000,5,2.5,Bryn Mawr,2490.0,9450.0,1968.0,12,261.0,,Active,,,http://www.redfin.com/WA/Seattle/8222-S-120th-St-98178/home/199113,NWMLS,1234352,N,Y,47.496267,-122.22925
MLS Listing,,Single Family Residential,5510 30th Ave NE,Seattle,WA,98105,988000,3,1.75,Bryant,2157.0,4480.0,1930.0,12,458.0,,Active,,,http://www.redfin.com/WA/Seattle/5510-30th-Ave-NE-98105/home/312716,NWMLS,1234326,N,Y,47.6688722,-122.2947344
MLS Listing,,Single Family Residential,7551 S 120th St,Seattle,WA,98168,519000,4,1.75,Skyway,1640.0,6656.0,1944.0,13,316.0,,Active,,,http://www.redfin.com/WA/Seattle/7551-S-120th-St-98178/home/198919,NWMLS,1231934,N,Y,47.4958196,-122.2392796
MLS Listing,,Single Family Residential,18 W McGraw St,Seattle,WA,98119,1495000,4,3.0,Queen Anne,2480.0,3600.0,1906.0,13,603.0,,Active,,,http://www.redfin.com/WA/Seattle/18-W-McGraw-St-98119/home/129556,NWMLS,1235402,N,Y,47.639812,-122.3578581
MLS Listing,,Single Family Residential,10114 Holyoke Wy S,Seattle,WA,98178,905000,4,3.0,Rainier Beach,2227.0,12555.0,1909.0,13,406.0,,Active,,,http://www.redfin.com/WA/Seattle/10114-Holyoke-Way-S-98178/home/177300,NWMLS,1229751,N,Y,47.5105395,-122.2494157
MLS Listing,,Single Family Residential,7536 43rd Ave S Unit E,Seattle,WA,98118,635000,3,2.5,Brighton,1356.0,1084.0,2018.0,13,468.0,40.0,Active,,,http://www.redfin.com/WA/Seattle/7536-43rd-Ave-S-98118/unit-E/home/144721121,NWMLS,1235317,N,Y,47.5340782,-122.2790534
MLS Listing,,Condo/Co-op,3045 20th Ave W #310,Seattle,WA,98199,415000,2,1.0,Magnolia,708.0,12002.0,1988.0,13,586.0,359.0,Active,,,http://www.redfin.com/WA/Seattle/3045-20th-Ave-W-98199/unit-310/home/12306191,NWMLS,1233884,N,Y,47.6479081,-122.3823857
MLS Listing,,Single Family Residential,1000 14th Ave E,Seattle,WA,98112,7500000,7,6.25,Capitol Hill,12280.0,16874.0,1914.0,13,611.0,,Active,,,http://www.redfin.com/WA/Seattle/1000-14th-Ave-E-98112/home/135946,NWMLS,1233422,N,Y,47.6279077,-122.314183
MLS Listing,,Condo/Co-op,5650 24th Ave NW #210,Seattle,WA,98107,529950,1,1.0,Ballard,744.0,23600.0,2007.0,13,712.0,388.0,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/5650-24th-Ave-NW-98107/unit-210/home/12448304,NWMLS,1232562,N,Y,47.6698059,-122.3872012
MLS Listing,,Condo/Co-op,4530 Meridian Ave N Unit S-6,Seattle,WA,98103,338000,1,1.0,Wallingford,443.0,11967.0,1985.0,13,763.0,398.0,Active,,,http://www.redfin.com/WA/Seattle/4530-Meridian-Ave-N-98103/unit-S6/home/23378,NWMLS,1234391,N,Y,47.6624014,-122.3334088
MLS Listing,,Townhouse,1228 B 5th Ave N,Seattle,WA,98109,995950,2,2.0,Queen Anne,1398.0,801.0,2017.0,14,712.0,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/1228-5th-Ave-N-98109/home/132271,NWMLS,1235127,N,Y,47.6306687,-122.3472406
MLS Listing,,Single Family Residential,5332 S Kenyon St,Seattle,WA,98118,1750000,6,3.25,Seward Park,5150.0,34606.0,1907.0,14,340.0,,Active,,,http://www.redfin.com/WA/Seattle/5332-S-Kenyon-St-98118/home/489368,NWMLS,1235037,N,Y,47.5321435,-122.2648498
MLS Listing,,Single Family Residential,2820 NE 107th St,Seattle,WA,98125,549000,3,1.0,Meadowbrook,1170.0,6768.0,1963.0,14,469.0,,Active,,,http://www.redfin.com/WA/Seattle/2820-NE-107th-St-98125/home/112517,NWMLS,1234118,N,Y,47.7071011,-122.2969875
MLS Listing,,Single Family Residential,13743 1st Ave NW,Seattle,WA,98177,824950,5,3.0,Broadview,2180.0,6750.0,1991.0,14,378.0,,Active,,,http://www.redfin.com/WA/Seattle/13743-1st-Ave-NW-98177/home/96488,NWMLS,1234566,N,Y,47.7299444,-122.358566
MLS Listing,,Condo/Co-op,3650 26th Place W Unit 401A,Seattle,WA,98199,725000,2,1.5,Magnolia,1500.0,,1973.0,14,483.0,472.0,Active,,,http://www.redfin.com/WA/Seattle/3650-26th-Pl-W-98199/unit-401A/home/103953393,NWMLS,1234714,N,Y,47.6532076,-122.3896671
MLS Listing,,Vacant Land,50 35th Ave SW,Seattle,WA,98126,325000,0,,Fairmount,,4720.0,,14,,,Active,,,http://www.redfin.com/WA/Seattle/50-35th-Ave-SW-Unknown/home/144717027,NWMLS,1232412,N,Y,47.555866,-122.376612
MLS Listing,,Single Family Residential,3930 B S Brandon St Unit B,Seattle,WA,98118,729888,2,2.0,Columbia City,1699.0,1312.0,2018.0,14,430.0,,Active,,,http://www.redfin.com/WA/Seattle/3930-S-Brandon-St-98118/unit-B/home/144716796,NWMLS,1234682,N,Y,47.5534282,-122.2820849
MLS Listing,,Single Family Residential,3930 A S Brandon St Unit A,Seattle,WA,98118,749888,3,2.0,Columbia City,1735.0,1312.0,2018.0,14,432.0,,Active,,,http://www.redfin.com/WA/Seattle/3930-S-Brandon-St-98118/unit-A/home/144716746,NWMLS,1234672,N,Y,47.5534282,-122.2820849
MLS Listing,,Vacant Land,2358 S Angeline St,Seattle,WA,98108,850000,0,,Beacon Hill,,16040.0,,14,,,Active,,,http://www.redfin.com/WA/Seattle/2358-S-Angeline-St-98108/home/168952,NWMLS,1233004,N,Y,47.560889,-122.301894
MLS Listing,,Single Family Residential,9911 6th Ave SW,Seattle,WA,98106,709800,4,3.25,Seattle,2485.0,3004.0,2018.0,15,286.0,68.0,Active,January-31-2018 12:30 PM,January-31-2018 03:00 PM,http://www.redfin.com/WA/Seattle/9911-6th-Ave-SW-98106/home/144712314,NWMLS,1233967,N,Y,47.5141489,-122.3421309
MLS Listing,,Single Family Residential,8645 44th Ave S,Seattle,WA,98118,589000,5,2.75,Rainier Beach,2430.0,5012.0,1980.0,15,242.0,,Active,,,http://www.redfin.com/WA/Seattle/8645-44th-Ave-S-98118/home/479782,NWMLS,1233851,N,Y,47.5247727,-122.2782662
MLS Listing,,Condo/Co-op,588 Bell St Unit 1407S,Seattle,WA,98121,1625000,2,1.75,Downtown,1523.0,41847.0,2015.0,15,1067.0,1041.0,Active,,,http://www.redfin.com/WA/Seattle/588-Bell-St-98121/unit-1407S/home/144712217,NWMLS,1232848,N,Y,47.6164498,-122.3428091
MLS Listing,,Single Family Residential,1700 Magnolia Wy W,Seattle,WA,98199,1998000,4,3.0,Magnolia,3090.0,6780.0,1946.0,15,647.0,,Active,February-3-2018 12:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/1700-Magnolia-Way-W-98199/home/126499,NWMLS,1223908,N,Y,47.6341924,-122.3898444
MLS Listing,,Condo/Co-op,2607 Western Ave #257,Seattle,WA,98121,775000,1,1.5,Belltown,1131.0,28355.0,2002.0,16,685.0,729.0,Active,,,http://www.redfin.com/WA/Seattle/2607-Western-Ave-98121/unit-257/home/8595,NWMLS,1215973,N,Y,47.6147661,-122.3513007
MLS Listing,,Single Family Residential,1400 S 100th St Unit B,Seattle,WA,98168,620000,4,2.5,Glen Acres,1560.0,7800.0,1997.0,17,397.0,,Active,,,http://www.redfin.com/WA/Seattle/1400-S-100th-St-98168/unit-B/home/187294,NWMLS,1233781,N,Y,47.514077,-122.316366
MLS Listing,,Townhouse,7531 43rd Ave S,Seattle,WA,98118,549750,3,2.0,Brighton,1340.0,6331.0,2018.0,18,410.0,,Active,,,http://www.redfin.com/WA/Seattle/7531-43rd-Ave-S-98118/home/144700790,NWMLS,1233619,N,Y,47.5344501,-122.2791615
MLS Listing,,Townhouse,7529 43rd Ave S,Seattle,WA,98118,549750,3,2.0,Brighton,1340.0,6331.0,2017.0,18,410.0,,Active,,,http://www.redfin.com/WA/Seattle/7529-43rd-Ave-S-98118/home/144700778,NWMLS,1233612,N,Y,47.5344599,-122.2791644
MLS Listing,,Single Family Residential,3812 22nd Ave SW,Seattle,WA,98106,739950,3,2.0,Pigeon Point,1684.0,2941.0,2017.0,18,439.0,,Active,,,http://www.redfin.com/WA/Seattle/3812-22nd-Ave-SW-98106/home/144695824,NWMLS,1231565,N,Y,47.569841,-122.3611298
MLS Listing,,Single Family Residential,2350 Yale Ave E,Seattle,WA,98102,1750000,5,4.0,Seattle,2731.0,2504.0,1925.0,18,641.0,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/2350-Yale-Ave-E-98102/home/131987,NWMLS,1232969,N,Y,47.6411451,-122.3267541
MLS Listing,,Single Family Residential,3627 42nd Ave NE,Seattle,WA,98105,10000000,6,4.5,Laurelhurst,6860.0,37740.0,1921.0,19,1458.0,,Active,,,http://www.redfin.com/WA/Seattle/3627-42nd-Ave-NE-98105/home/122510,NWMLS,1233506,N,Y,47.6544973,-122.282088
MLS Listing,,Condo/Co-op,8816 Nesbit Ave N #11,Seattle,WA,98103,234000,0,1.0,Green Lake,353.0,,1988.0,19,663.0,179.0,Active,,,http://www.redfin.com/WA/Seattle/8816-Nesbit-Ave-N-98103/unit-11/home/12537579,NWMLS,1233287,N,Y,47.692887,-122.3431496
MLS Listing,,Single Family Residential,1543 NE 89th St,Seattle,WA,98115,975000,5,3.0,Maple Leaf,2820.0,6380.0,1931.0,19,346.0,,Active,,,http://www.redfin.com/WA/Seattle/1543-NE-89th-St-98115/home/107215,NWMLS,1232599,N,Y,47.6928425,-122.3103064
MLS Listing,,Single Family Residential,1616 E YESLER Wy,Seattle,WA,98122,925000,3,2.75,Central Area,2200.0,984.0,2015.0,19,420.0,,Active,,,http://www.redfin.com/WA/Seattle/1616-E-Yesler-Way-98122/home/101611862,NWMLS,1231360,N,Y,47.601857,-122.310754
MLS Listing,,Single Family Residential,7536 43rd Ave S Unit D,Seattle,WA,98118,624950,3,2.5,Brighton,1320.0,1152.0,2018.0,19,473.0,40.0,Active,,,http://www.redfin.com/WA/Seattle/7536-43rd-Ave-S-98118/unit-D/home/144673642,NWMLS,1233218,N,Y,47.5340782,-122.2790534
MLS Listing,,Single Family Residential,4718 8th Ave NE,Seattle,WA,98105,1298000,4,3.25,University District,1860.0,2828.0,2017.0,20,698.0,,Active,,,http://www.redfin.com/WA/Seattle/4718-8th-Ave-NE-98105/home/312033,NWMLS,1233158,N,Y,47.663704,-122.319221
MLS Listing,,Single Family Residential,4716 8th Ave NE,Seattle,WA,98105,1348000,4,3.25,University District,1860.0,1452.0,2017.0,20,725.0,,Active,,,http://www.redfin.com/WA/Seattle/4716-8th-Ave-NE-98105/home/143457216,NWMLS,1232684,N,Y,47.6637229,-122.3190863
MLS Listing,,Other,2143 N Northlake Wy #52,Seattle,WA,98103,75000,1,0.75,Lake Union,627.0,1.0,1984.0,20,120.0,,Active,,,http://www.redfin.com/WA/Seattle/2143-N-Northlake-Way-98103/unit-52/home/64145,NWMLS,1232339,N,Y,47.6471181,-122.3325615
MLS Listing,,Single Family Residential,9103 8th Ave S,Seattle,WA,98108,575000,3,2.75,South Park,3090.0,7274.0,1901.0,20,186.0,,Active,,,http://www.redfin.com/WA/Seattle/9103-8th-Ave-S-98108/home/477094,NWMLS,1232733,N,Y,47.5221138,-122.3234051
MLS Listing,,Single Family Residential,3907 S Warsaw St,Seattle,WA,98118,639000,3,2.25,Hillman City,1530.0,2500.0,2018.0,20,418.0,,Active,,,http://www.redfin.com/WA/Seattle/3907-S-Warsaw-St-98118/home/173099,NWMLS,1232640,N,Y,47.542984,-122.282915
MLS Listing,,Townhouse,912 NW 85th St,Seattle,WA,98117,698888,3,2.5,Crown Hill,1248.0,1354.0,2007.0,21,560.0,,Active,,,http://www.redfin.com/WA/Seattle/912-NW-85th-St-98117/home/101209,NWMLS,1231943,N,Y,47.6908223,-122.3688563
MLS Listing,,Multi-Family (5+ Unit),3306 Beach Dr SW,Seattle,WA,98116,4100000,11,11.0,Alki,7005.0,4413.0,1991.0,21,585.0,,Active,,,http://www.redfin.com/WA/Seattle/3306-Beach-Dr-SW-98116/home/2077452,NWMLS,1232294,N,Y,47.5750661,-122.4186163
MLS Listing,,Single Family Residential,2412 Magnolia Blvd W,Seattle,WA,98199,2580000,4,3.0,Magnolia,3790.0,5500.0,1927.0,21,681.0,,Active,,,http://www.redfin.com/WA/Seattle/2412-Magnolia-Blvd-W-98199/home/126319,NWMLS,1225304,N,Y,47.6401487,-122.4110412
MLS Listing,,Vacant Land,9410 51st Ave S,Seattle,WA,98118,299000,0,,Upper Rainier Beach,,8756.0,,21,,,Active,,,http://www.redfin.com/WA/Seattle/9410-51st-Ave-S-98118/home/176313,NWMLS,1232214,N,Y,47.5178428,-122.2696988
MLS Listing,,Multi-Family (5+ Unit),730 N 85th St,Seattle,WA,98103,6195000,6,6.0,Greenwood,17011.0,14625.0,1971.0,22,364.0,,Active,,,http://www.redfin.com/WA/Seattle/730-N-85th-St-98103/home/2085844,NWMLS,1232196,N,Y,47.6908188,-122.3483371
MLS Listing,,Single Family Residential,627 S 103rd St,Seattle,WA,98168,700000,2,,Glen Acres,1100.0,36255.0,1960.0,23,636.0,,Active,,,http://www.redfin.com/WA/Seattle/627-S-103rd-St-98168/home/187411,NWMLS,1230017,N,Y,47.5109959,-122.3251384
MLS Listing,,Townhouse,9165 45th Ave SW #3,Seattle,WA,98136,469888,2,1.75,Fauntleroy,1050.0,12348.0,1985.0,23,448.0,305.0,Active,,,http://www.redfin.com/WA/Seattle/9165-45th-Ave-SW-98136/unit-3/home/144480544,NWMLS,1229863,N,Y,47.5216944,-122.3905907
MLS Listing,,Single Family Residential,2828 Broadway E,Seattle,WA,98102,2386000,7,4.25,Roanoke Park,6397.0,5500.0,1909.0,23,373.0,,Active,,,http://www.redfin.com/WA/Seattle/2828-Broadway-E-98102/home/136555,NWMLS,1231408,N,Y,47.6464877,-122.3204369
MLS Listing,,Single Family Residential,,Seattle,WA,98105,5850000,4,3.25,Windermere,4870.0,43954.0,1965.0,23,1201.0,,Active,,,http://www.redfin.com/WA/Seattle/Undisclosed-address-98105/home/121237,NWMLS,1228275,N,Y,47.6693768,-122.2564136
MLS Listing,,Single Family Residential,5816 Beacon Ave S,Seattle,WA,98108,659000,6,2.75,Beacon Hill,2520.0,4207.0,1919.0,25,262.0,,Active,,,http://www.redfin.com/WA/Seattle/5816-Beacon-Ave-S-98108/home/478020,NWMLS,1231186,N,Y,47.5504348,-122.3012958
MLS Listing,,Townhouse,2067 Gilman Dr W,Seattle,WA,98119,749950,2,2.5,Queen Anne,1090.0,1269.0,2013.0,25,688.0,,Active,,,http://www.redfin.com/WA/Seattle/2067-Gilman-Dr-W-98119/home/45464376,NWMLS,1231180,N,Y,47.6383715,-122.373179
MLS Listing,,Single Family Residential,2658 9th Ave W,Seattle,WA,98119,1050000,3,1.75,Queen Anne,1510.0,2100.0,1914.0,25,695.0,,Active,,,http://www.redfin.com/WA/Seattle/2658-9th-Ave-W-98119/home/130371,NWMLS,1230038,N,Y,47.6439224,-122.3685967
MLS Listing,,Townhouse,3625 C Evanston Ave N,Seattle,WA,98103,935000,2,1.75,Fremont,1306.0,1092.0,2018.0,26,716.0,,Active,,,http://www.redfin.com/WA/Seattle/3625-Evanston-Ave-N-98103/home/144466539,NWMLS,1231053,N,Y,47.6523754,-122.3515944
MLS Listing,,Condo/Co-op,726 Belmont Place E,Seattle,WA,98102,1775000,2,2.0,Capitol Hill,2427.0,7200.0,1991.0,26,731.0,821.0,Active,,,http://www.redfin.com/WA/Seattle/726-Belmont-Pl-E-98102/home/1540,NWMLS,1227523,N,Y,47.626258,-122.323949
MLS Listing,,Single Family Residential,1121 W Wheeler St,Seattle,WA,98119,2300000,5,4.0,Queen Anne,3383.0,4000.0,2018.0,26,680.0,,Active,February-3-2018 12:00 PM,February-3-2018 02:00 PM,http://www.redfin.com/WA/Seattle/1121-W-Wheeler-St-98119/home/129806,NWMLS,1229456,N,Y,47.640539,-122.372261
MLS Listing,,Vacant Land,1705 30th Ave S,Seattle,WA,98144,690000,0,,Leschi,,4480.0,,26,,,Active,,,http://www.redfin.com/WA/Seattle/1705-30th-Ave-S-98144/home/144637663,NWMLS,1229316,N,Y,47.5877938,-122.2935795
MLS Listing,,Single Family Residential,5515 Bangor St,Seattle,WA,98178,349500,3,1.0,Hillman City,1380.0,4500.0,1951.0,26,253.0,,Active,,,http://www.redfin.com/WA/Seattle/5515-S-Bangor-St-98178/home/178202,NWMLS,1229772,N,Y,47.5059342,-122.2640231
MLS Listing,,Single Family Residential,12217 Ridgemont Wy N,Seattle,WA,98133,930000,6,3.25,Broadview,3690.0,7241.0,1950.0,26,252.0,,Active,,,http://www.redfin.com/WA/Seattle/12217-Ridgemont-Way-N-98133/home/97390,NWMLS,1230663,N,Y,47.7185733,-122.3563513
MLS Listing,,Condo/Co-op,606 Post Alley Unit 90Y,Seattle,WA,98104,800000,3,1.0,Pioneer Square,1894.0,,1900.0,27,422.0,310.0,Active,,,http://www.redfin.com/WA/Seattle/606-Post-Ave-98104/unit-90Y/home/144631458,NWMLS,1230427,N,Y,47.6019962,-122.3347095
MLS Listing,,Single Family Residential,10650 Dixon Dr S,Seattle,WA,98178,879950,4,3.0,Lakeridge,3032.0,4867.0,2017.0,28,290.0,,Active,,,http://www.redfin.com/WA/Seattle/10650-Dixon-Dr-S-98178/home/198641,NWMLS,1229977,N,Y,47.5064913,-122.2328379
MLS Listing,,Single Family Residential,4018 32nd Ave SW,Seattle,WA,98126,1195000,4,3.0,Belvidere,3190.0,4800.0,1998.0,28,375.0,,Active,,,http://www.redfin.com/WA/Seattle/4018-32nd-Ave-SW-98126/home/159096,NWMLS,1229287,N,Y,47.5672519,-122.3720623
MLS Listing,,Vacant Land,8014 S 114th St,Seattle,WA,98178,84000,0,,Bryn Mawr,,23744.0,,28,,,Active,,,http://www.redfin.com/WA/Seattle/8014-S-114th-St-98178/home/22230900,NWMLS,1229909,N,Y,47.5013716,-122.2319216
MLS Listing,,Condo/Co-op,12600 57th Ave S Unit A203,Seattle,WA,98178,139950,1,1.0,Skyway,816.0,93792.0,1983.0,29,172.0,385.0,Active,,,http://www.redfin.com/WA/Seattle/12600-57th-Ave-S-98178/unit-A203/home/46260,NWMLS,1229283,N,Y,47.489995,-122.26082
MLS Listing,,Single Family Residential,4715 SW Wildwood Place,Seattle,WA,98136,1150000,4,2.25,Fauntleroy,3100.0,9000.0,1940.0,29,371.0,,Active,,,http://www.redfin.com/WA/Seattle/4715-SW-Wildwood-Pl-98136/home/156599,NWMLS,1229345,N,Y,47.5216849,-122.3927827
MLS Listing,,Single Family Residential,623 19th Ave E,Seattle,WA,98112,1599000,3,2.75,Seattle,1540.0,3010.0,1900.0,30,1038.0,,Active,,,http://www.redfin.com/WA/Seattle/623-19th-Ave-E-98112/home/145013,NWMLS,1229301,N,Y,47.6250883,-122.3076213
MLS Listing,,Condo/Co-op,583 Battery St #716,Seattle,WA,98121,1380000,2,2.0,Belltown,1443.0,,2016.0,30,956.0,946.0,Active,,,http://www.redfin.com/WA/Seattle/583-Battery-St-98121/unit-716/home/143681044,NWMLS,1229228,N,Y,47.6169903,-122.3436558
